 TICKER, GIC INDUSTRY,IPO DATE, CODE, GIC GROUP, LOGOURL, SECTOR, EXCHANGE, DESCRIPTION, TYPE,ISIN, CURRENCY NAME, CURRENCY SYMBOL, CURRENCY CODE, ADDRESS, COUNTRYISO,LEI, UPDATED AT, WEBURL, FISCAL YEAR END, EMPLOYER ID NUMBER, PHONE, NAME,CIK, INTERNATIONAL DOMESTIC, GIC SUB INDUSTRY, GIC SECTOR, INDUSTRY, COUNTRY NAME, FULL TIME EMPLOYEES, STREET, CITY, STATE, COUNTRY,ZIP, MARKET CAPITALIZATION, MARKET CAPITALIZATION MLN,EBITDA,PE RATIO,PEG RATIO, WALL STREET TARGET PRICE, BOOK VALUE, DIVIDEND SHARE, DIVIDEND YIELD, EARNINGS SHARE,EPS ESTIMATE CURRENT YEAR,EPS ESTIMATE NEXT YEAR,EPS ESTIMATE NEXT QUARTER,EPS ESTIMATE CURRENT QUARTER, MOST RECENT QUARTER, PROFIT MARGIN, OPERATING MARGINTTM, RETURN ON ASSETSTTM, RETURN ON EQUITYTTM, REVENUETTM, REVENUE PER SHARETTM, QUARTERLY REVENUE GROWTHYOY, GROSS PROFITTTM, DILUTED EPSTTM, QUARTERLY EARNINGS GROWTHYOY, TRAILINGPE, FORWARDPE, PRICE SALESTTM, PRICE BOOKMRQ, ENTERPRISE VALUE, ENTERPRISE VALUE REVENUE, ENTERPRISE VALUE EBITDA, SHARES OUTSTANDING, SHARES FLOAT, PERCENT INSIDERS, PERCENT INSTITUTIONS, SHARES SHORT, SHARES SHORT PRIOR MONTH, SHORT RATIO, SHORT PERCENT OUTSTANDING, SHORT PERCENT FLOAT, BETA,52 WEEK HIGH,52 WEEK LOW,50 DAYMA,200 DAYMA, SHORT PERCENT
URE,,,URE,,,Energy,TO,"Ur-Energy Inc. engages in the acquisition, exploration, development, and operation of uranium mineral properties. The company holds interests in 12 projects located in the United States. Its flagship property is the Lost Creek project comprising a total of approximately 1,800 unpatented mining claims and three Wyoming mineral leases covering an area of approximately 48,000 acres located in the Great Divide Basin, Wyoming. The company was incorporated in 2004 and is headquartered in Littleton, Colorado.",Common Stock,CA91688R1082,Canadian Dollar,C$,CAD,"10758 West Centennial Road, Littleton, CO, United States, 80127",CA,,1/3/2023,https://www.ur-energy.com,December,,720 981 4588,Ur Energy Inc,,,,,Uranium,Canada,21,10758 West Centennial Road,Littleton,CO,United States,80127,350307840,350.3078,-15741000,,0.37,3.74,0.298,0,0,-0.144,-0.09,-0.03,0,0,9/30/2022,0,-1024.8422,-0.1091,-0.1997,19000,0,1.714,-8906000,-0.144,0,0,0,18084.947,3.8618,312741349,16460.071,-39.4626,223126000,206931541,3.407,45.421,,,,,,1.4301,2.49,1.26,1.667,1.6643,0.0005
USA,,,USA,,https://eodhistoricaldata.com/img/logos/TO/USA.png,Basic Materials,TO,"Americas Gold and Silver Corporation, together with its subsidiaries, engages in the acquisition, exploration, development, and operation of mineral properties in North America. It explores for silver, lead, zinc, copper, and gold deposits. The company holds 100% interests in the Cosalá Operations consisting of 67 mining concessions that covers approximately 19,385 hectares located in the state of Sinaloa, Mexico; and the San Felipe development project in Sonora, Mexico. It also owns a 60% interest in the Galena Complex located in the northern Idaho Silver Valley, Idaho; and a 100% interest in the Relief Canyon mine located in the Pershing County, Nevada, the United States. The company was formerly known as Americas Silver Corporation and changed its name to Americas Gold and Silver Corporation in September 2019. Americas Gold and Silver Corporation was incorporated in 1998 and is headquartered in Toronto, Canada.",Common Stock,CA03062D1006,Canadian Dollar,C$,CAD,"145 King Street West, Toronto, ON, Canada, M5H 1J8",CA,,1/3/2023,https://www.americas-gold.com,December,,416 848 9503,Americas Silver Corp,,,,,Other Industrial Metals & Mining,Canada,0,145 King Street West,Toronto,ON,Canada,M5H 1J8,154137376,154.1374,-11035000,,0,1.04,0.472,0,0,-0.576,-0.23,-0.07,0.01,-0.03,9/30/2022,-0.8016,-0.3769,-0.0946,-0.5788,78697000,0.449,0.687,-52476000,-0.576,0,0,71.4286,1.9465,1.289,171825348,2.1834,-4.3546,191475008,198362496,4.255,26.832,,,,,,1.3121,1.66,0.5,0.7064,0.8365,0.0147
USB,,,USB,,,,TO,NA,Common Stock,CA46090P1080,Canadian Dollar,C$,CAD,,CA,,12/15/2022,,,,NA,PowerShares LadderRite US 0-5 Year Corporate Bond,,,,,,Canada,0,,,,,,,,,,,,,,0.0301,,0,0,0,0,0000-00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.36,21.81,20.1117,21.4426,21.0414,0
VAB,,,VAB,,,,TO,NA,Common Stock,CA92203E1016,Canadian Dollar,C$,CAD,,CA,,4/5/2022,,,,NA,Vanguard Canadian Aggregate Bond,,,,,,Canada,0,,,,,,,,,,0,,,,0.0291,,0,0,0,0,0000-00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,25.3158,21.34,22.448,22.7317,0
VALT,,,VALT,,,,TO,NA,Common Stock,,Canadian Dollar,C$,CAD,"2 Queen Street East, Toronto, ON, Canada, M5C 3G7",CA,,5/6/2022,http://www.firstasset.com/solutions/overview/?fund,,,NA,CI Gold Bullion Fund Hedged,,,,,,Canada,0,2 Queen Street East,Toronto,ON,Canada,M5C 3G7,,,,,,,,,,,0,0,0,0,0000-00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,26.07,20.59,22.023,22.6265,0
VBAL,,,VBAL,,,,TO,NA,Common Stock,CA92207E1079,Canadian Dollar,C$,CAD,,CA,,4/21/2022,,,,NA,Vanguard Balanced Portfolio,,,,,,Canada,0,,,,,,,,,,,,,,0.0198,,0,0,0,0,0000-00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1.18,30.6685,25.28,27.0844,27.2977,0
VBNK,,,VBNK,,,Financial Services,TO,"VersaBank provides various banking products and services in Canada and the United States. It offers deposit products, such as guaranteed investment certificates, registered retirement savings plans, daily interest savings accounts, and tax-free savings accounts, as well as deposit insurance products. The company also provides lending services, including point of sale financing that covers purchasing loan and lease receivables from finance companies operating in various industries; and commercial banking services comprising commercial real estate, public sector/infrastructure financing, condominium financing, and residential mortgages. In addition, it offers cybersecurity services. The company was formerly known as Pacific & Western Bank of Canada and changed its name to VersaBank in May 2016. VersaBank was incorporated in 1979 and is headquartered in London, Canada.",Common Stock,CA92512J1066,Canadian Dollar,C$,CAD,"140 Fullarton Street, London, ON, Canada, N6A 5P2",CA,,1/3/2023,https://www.versabank.com,October,,519 645 1919,VersaBank,,,,,Banks-Regional,Canada,110,140 Fullarton Street,London,ON,Canada,N6A 5P2,275277088,275.2771,,12.7975,,11.83,12.871,0.1,0.0099,0.79,1.28,1.59,0,0.25,10/31/2022,0.2968,0.353,0.008,0.0664,76341000,2.784,0.385,76341000,0.79,-0.042,12.7975,8.3752,3.6344,0.7972,0,0,0,27228200,14356876,41.025,29.175,,,,,,1.0136,15.5416,8.75,9.4908,10.5193,0
VCE,,,VCE,,,,TO,NA,Common Stock,CA92203U1057,Canadian Dollar,C$,CAD,,CA,,4/5/2022,,,,NA,Vanguard FTSE Canada,,,,,,Canada,0,,,,,,,,,,0,,,,0.0333,,0,0,0,0,0000-00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.92,47.8734,39.01,43.3654,43.6274,0
VCM,,,VCM,,https://eodhistoricaldata.com/img/logos/TO/VCM.png,Technology,TO,"Vecima Networks Inc. engages in the development of integrated hardware and software solutions for broadband access, content delivery, and telematics. The company operates through three segments: Video and Broadband Solutions, Content Delivery and Storage, and Telematics. The Video and Broadband Solutions segment offers platforms that process data from the cable network and deliver high-speed internet connectivity to homes over cable and fiber, as well as adapt video services. Its principal products include Terrace and TerraceQAM, which are designed to meet the needs of the business services verticals, such as multi-unit dwellings, hotels, motels, and resorts; and Entra distributed access architecture platform comprising EntraPHY, EntraMAC, EntraOptical, EntraControl, and EntraVideo that addresses the network migration to a distributed access architecture. The Content Delivery and Storage segment offers solutions and software for service providers and content owners that focus on ingesting, producing, storing, delivering, and streaming video for live linear, video on demand, network digital video recorder, and time-shifted services over the internet under the MediaScale brand. The Telematics segment provides information and analytics for fleet managers to manage their mobile and fixed assets under the Contigo, Nero Global Tracking, and FleetLynx brands. The company also offers optical access nodes, Terrace TC600E, Terrace IQ, Entra FPXT-B, Entra access controller, Entra access switch, Entra Remote PHY Monitor, Entra Video QAM Manager, MediaScale Origin, MediaScale storage, and MediaScale transcode. In addition, it provides engineering and consultation services; lifecycle program management; installation and commission; training and certification; workforce optimization; and operations and customer support services. The company was incorporated in 1988 and is headquartered in Victoria, Canada. Vecima Networks Inc. is a subsidiary of 684739 B.C. Ltd.",Common Stock,CA92241Y1016,Canadian Dollar,C$,CAD,"771 Vanalman Avenue, Victoria, BC, Canada, V8Z 3B8",CA,,1/3/2023,https://vecima.com,June,,250-881-1982,Vecima Networks Inc.,,,,,Communication Equipment,Canada,607,771 Vanalman Avenue,Victoria,BC,Canada,V8Z 3B8,466713408,466.7134,28604000,25.5132,0,27.5,8.24,0.22,0.0113,0.76,1.19,1.55,0,-0.01,9/30/2022,0.0766,0.0985,0.0546,0.0955,227866000,9.868,1.267,89962000,0.76,12.667,25.5132,15.674,2.0235,2.3386,465098852,2.0411,10.9101,24069800,9625194,57.524,13.328,,,,,,0.6675,20.5,14.2108,18.4028,17.0665,0.0003
VCNS,,,VCNS,,,,TO,NA,Common Stock,CA92207C1014,Canadian Dollar,C$,CAD,,CA,,4/5/2022,,,,NA,Vanguard Conservative Portfolio,,,,,,Canada,0,,,,,,,,,,,,,,0.0202,,0,0,0,0,0000-00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.96,28.8767,24.13,25.4992,25.7981,0
VDU,,,VDU,,,,TO,NA,Common Stock,CA92206W1086,Canadian Dollar,C$,CAD,,CA,,4/5/2022,,,,NA,Vanguard FTSE Developed All Cap Ex US,,,,,,Canada,0,,,,,,,,,,0,,,,0.0278,,0,0,0,0,0000-00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1.02,40.8771,31.05,35.2281,34.7025,0
VDY,,,VDY,,,,TO,NA,Common Stock,CA92203Q1046,Canadian Dollar,C$,CAD,,CA,,12/14/2022,,,,NA,Vanguard FTSE Canadian High Dividend Yield,,,,,,Canada,0,,,,,,,,,,0,,,,0.0533,,0,0,0,0,0000-00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.88,46.5111,38.1674,42.2738,43.3945,0
VEF,,,VEF,,,,TO,NA,Common Stock,CA92207G1028,Canadian Dollar,C$,CAD,,CA,,12/14/2022,,,,NA,Vanguard FTSE Developed All Cap Ex US,,,,,,Canada,0,,,,,,,,,,0,,,,0.0299,,0,0,0,0,0000-00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1.03,49.4887,40.85,45.3234,45.0947,0
VET,,,VET,,https://eodhistoricaldata.com/img/logos/TO/VET.png,Energy,TO,"Vermilion Energy Inc., together with its subsidiaries, engages in the acquisition, exploration, development, and production of petroleum and natural gas in North America, Europe, and Australia. The company owns 81% working interest in 636,714 net acres of developed land and 85% working interest in 301,026 net acres of undeveloped land in Canada; 130,715 net acres of land in the Powder River basin in the United States; 96% working interest in 248,873 net acres of developed land and 86% working interest in 134,160 net acres of undeveloped land in the Aquitaine and Paris Basins in France; 53% working interest in 901,791 net acres of land in the Netherlands; 54,625 net developed acres and 920,723 net undeveloped acres in Germany; 975,375 net acres land in Croatia; 946,666 net acres land in Hungary; and 48,954 net acres land in Slovakia. It also owns 20% interests in the offshore Corrib natural gas field located to the northwest coast of Ireland; and 100% working interest in the Wandoo offshore oil field and related production facilities that covers 59,553 acres located on Western Australia's northwest shelf. As of December 31, 2021, the company had 401 net producing conventional natural gas wells and 2,132 net producing light and medium crude oil wells in Canada; 167.6 net producing light and medium crude oil wells in the United States; 297.0 net producing light and medium crude oil wells and 3 net producing conventional natural gas wells in France; and 47 net producing natural gas wells in the Netherlands. Vermilion Energy Inc. was founded in 1994 and is headquartered in Calgary, Canada.",Common Stock,CA9237251058,Canadian Dollar,C$,CAD,"520 - 3rd Avenue South West, Calgary, AB, Canada, T2P 0R3",CA,,1/3/2023,https://www.vermilionenergy.com,December,,403 269 4884,Vermilion Energy Inc.,,,,,Oil & Gas E&P,Canada,716,520 - 3rd Avenue South West,Calgary,AB,Canada,T2P 0R3,3911904000,3911.904,2087636992,3.2045,2.4,39.14,17.742,0.2,0.0134,7.48,5.78,7.83,1.97,1.97,9/30/2022,0.4068,0.5401,0.1695,0.5458,3103117056,19.005,0.803,1403465000,7.48,-0.216,3.2045,3.4341,1.2748,1.3847,5457273000,1.5025,2.4623,163200000,158754432,1.878,33.025,,,,,,3.1331,38.97,15.8112,26.9722,28.1787,0.0363
VGCX,,,VGCX,,https://eodhistoricaldata.com/img/logos/TO/VGCX.png,Basic Materials,TO,"Victoria Gold Corp. acquires, operates, explores, and develops mineral properties in Canada and the United States. The company primarily explores for gold deposits. Its flagship property is 100% owned Dublin Gulch property, which hosts the Eagle and Olive-Shamrock Gold deposit covering an area of approximately 555 square kilometers located in central Yukon, Canada. The company was formerly known as Victoria Resource Corporation and changed its name to Victoria Gold Corp. in July 2008. Victoria Gold Corp. was incorporated in 1981 and is headquartered in Toronto, Canada.",Common Stock,CA92625W5072,Canadian Dollar,C$,CAD,"80 Richmond Street West, Toronto, ON, Canada, M5H 2A4",CA,,1/3/2023,https://vgcx.com,December,,416 866 8800,Victoria Gold Corp,,,,,Gold,Canada,438,80 Richmond Street West,Toronto,ON,Canada,M5H 2A4,460872576,460.8726,181744752,6.6204,,16.63,8.263,0,0,1.08,0.96,0.96,0.17,0.33,9/30/2022,0.211,0.3433,0.0794,0.1422,340179904,5.341,-0.158,210924560,1.08,0,6.6204,11.919,1.3681,0.9162,694491666,2.0415,4.1929,64457700,50653426,11.444,49.645,,,,,,1.38,18.9,6.56,7.497,10.4944,0.0173
VGH,,,VGH,,,,TO,NA,Common Stock,CA92206E1088,Canadian Dollar,C$,CAD,,CA,,12/14/2022,,,,NA,Vanguard US Dividend Appreciation CAD Hedged,,,,,,Canada,0,,,,,,,,,,0,,,,0.015,,0,0,0,0,0000-00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1.05,57.7133,44.12,50.4154,50.1977,0
VGRO,,,VGRO,,,,TO,NA,Common Stock,CA92207X1050,Canadian Dollar,C$,CAD,,CA,,4/5/2022,,,,NA,Vanguard Growth Portfolio,,,,,,Canada,0,,,,,,,,,,,,,,0.02,,0,0,0,0,0000-00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1.09,32.491,26.43,28.656,28.7788,0
VGZ,,,VGZ,,,Basic Materials,TO,"Vista Gold Corp., together with its subsidiaries, engages in the evaluation, acquisition, exploration, and advancement of gold exploration and development projects primarily in Australia. The company's flagship asset is the Mt Todd gold project located in Northern Territory. Vista Gold Corp. was founded in 1983 and is headquartered in Littleton, Colorado.",Common Stock,CA9279263037,Canadian Dollar,C$,CAD,"7961 Shaffer Parkway, Littleton, CO, United States, 80127",CA,,1/3/2023,https://www.vistagold.com,December,,720 981 1185,Vista Gold Corporation,,,,,Gold,Canada,17,7961 Shaffer Parkway,Littleton,CO,United States,80127,79399448,79.3994,-9562000,,0,4.96,0.095,0,0,-0.144,-0.1,-0.1,0,-0.03,9/30/2022,0,0,-0.3261,-0.6981,0,0,0,0,-0.144,0,0,0,0,5.4919,76918195,0,-8.0442,118307000,93532089,3.594,29.889,,,,,,1.3197,1.39,0.63,0.7384,0.8858,0.0006
VHI,,,VHI,,,Healthcare,TO,"Vitalhub Corp., together with its subsidiaries, provides technology solutions for health and human service providers in Canada, the United States, the United Kingdom, Australia, Western Asia, and internationally. Its solutions include electronic healthcare record, case management, care coordination, patient flow and operational visibility, and mobile apps. The company was incorporated in 2010 and is based in Toronto, Canada.",Common Stock,CA92847V5018,Canadian Dollar,C$,CAD,"480 University Avenue, Toronto, ON, Canada, M5G 1V2",CA,,1/3/2023,https://vitalhub.com,December,,416 699 0123,Vitalhub Corp,,,,,Health Information Services,Canada,180,480 University Avenue,Toronto,ON,Canada,M5G 1V2,114834312,114.8343,5357418,132.5,,4.96,1.643,0,0,0.02,0.06,0.13,0.02,0.02,9/30/2022,0.0266,0.0996,0.0247,0.0151,35611504,0.783,0.478,19427383,0.02,0,132.5,17.1527,3.0665,1.4604,77924660,2.1882,14.8321,43333700,34054693,21.281,17.877,,,,,,1.3972,3.45,2.19,2.4169,2.6954,0.0002
VIVO,,,VIVO,,https://eodhistoricaldata.com/img/logos/TO/VIVO.png,Healthcare,TO,"VIVO Cannabis Inc. produces and sells cannabis products for the medical and adult-use markets in Canada, Germany, and Australia. It offers dried cannabis flower products, pre-rolls, and cannabis oils; and cannabis-derived products under the Canna Farms, Beacon Medical, Fireside, and Lumina brands. The company also operates a network of medical cannabis clinics under the Harvest Medicine brand; and HMED Connect telemedicine platform, an online medical cannabis platform. In addition, it engages in the ethanol extraction, product formulation, and EU-GMP related processes. The company is headquartered in Napanee, Canada.",Common Stock,CA92845J1049,Canadian Dollar,C$,CAD,"126 Vanluven Road, Napanee, ON, Canada, K7R 3L2",CA,,1/3/2023,https://vivocannabis.com,December,,416 848 9839,VIVO Cannabis Inc,,,,,Drug Manufacturers-Specialty & Generic,Canada,184,126 Vanluven Road,Napanee,ON,Canada,K7R 3L2,9272425,9.2724,-9740721,,,0.7,0.101,0,0,-0.19,0,0,0,0,9/30/2022,0,-0.6511,-0.0805,-1.1878,25191570,0.067,-0.001,4508235,-0.19,0,0,0,0.4417,0.2974,12300202,0.4883,-0.0931,370896992,332060256,10.638,2.397,,,,,,1.9666,0.09,0.025,0.0325,0.0454,0.0052
VLE,,,VLE,,https://eodhistoricaldata.com/img/logos/TO/VLE.png,Energy,TO,"Valeura Energy Inc., together with its subsidiaries, engages in the exploration, development, and production of petroleum and natural gas in Turkey. As of December 31, 2021, the company had interests in six production leases and exploration licenses covering approximately 0.23 million gross acres and 0.19 net acres of deep rights in the Thrace Basin of northwest Turkey. Valeura Energy Inc. was incorporated in 2000 and is headquartered in Calgary, Canada.",Common Stock,CA9191444020,Canadian Dollar,C$,CAD,"Bow Valley Square 1, Calgary, AB, Canada, T2P 2R9",CA,,1/2/2023,https://www.valeuraenergy.com,December,,403 237 7102,Valeura Energy Inc,,,,,Oil & Gas E&P,Canada,8,Bow Valley Square 1,Calgary,AB,Canada,T2P 2R9,180962640,180.9626,-10833000,,0,1.36,0.38,0,0,-1.008,0,0,0,0,9/30/2022,0,-274.7381,-0.115,-0.2462,42000,0,1.812,1518000,-1.008,0,0,1.1513,3236.6296,2.8871,99458139,2.9539,1.9903,86585000,84686180,2.016,17.483,,,,,,2.0438,2.32,0.4,1.046,0.6439,0.0037
